11|18
11|23
11|24
11|26
11|27
11|28
11|34
11|36
11|48
11|51
11|52
11|53
11|61
11|67
11|74
11|82
11|85
11|87
11|88
11|89
11|91
11|92
11|95
11|99
12|11
12|18
12|23
12|24
12|25
12|27
12|28
12|36
12|41
12|46
12|52
12|53
12|61
12|64
12|74
12|75
12|82
12|85
12|87
12|88
12|89
12|92
12|95
12|99
15|11
15|12
15|23
15|24
15|25
15|28
15|36
15|41
15|46
15|52
15|53
15|61
15|63
15|64
15|65
15|74
15|75
15|82
15|85
15|87
15|88
15|89
15|95
15|99
17|11
17|12
17|15
17|19
17|22
17|23
17|25
17|36
17|39
17|41
17|46
17|58
17|61
17|62
17|63
17|64
17|65
17|66
17|72
17|75
17|79
17|95
17|96
17|99
18|15
18|17
18|19
18|22
18|26
18|34
18|39
18|42
18|48
18|51
18|58
18|62
18|65
18|66
18|67
18|69
18|72
18|79
18|83
18|86
18|91
18|92
18|93
18|96
19|11
19|12
19|15
19|23
19|24
19|25
19|28
19|36
19|41
19|46
19|52
19|53
19|61
19|63
19|64
19|65
19|75
19|82
19|85
19|88
19|89
19|95
19|96
19|99
22|11
22|12
22|15
22|19
22|23
22|24
22|25
22|36
22|39
22|41
22|46
22|52
22|61
22|63
22|64
22|65
22|72
22|75
22|82
22|85
22|89
22|95
22|96
22|99
23|18
23|24
23|26
23|27
23|28
23|34
23|36
23|48
23|51
23|52
23|53
23|61
23|67
23|69
23|74
23|82
23|83
23|85
23|87
23|88
23|89
23|91
23|92
23|93
24|17
24|18
24|26
24|27
24|28
24|34
24|42
24|48
24|51
24|52
24|53
24|58
24|62
24|66
24|67
24|69
24|74
24|83
24|86
24|87
24|88
24|91
24|92
24|93
25|11
25|18
25|23
25|24
25|26
25|27
25|28
25|36
25|46
25|48
25|52
25|53
25|61
25|64
25|74
25|75
25|82
25|85
25|87
25|88
25|89
25|92
25|95
25|99
26|12
26|15
26|17
26|19
26|22
26|34
26|39
26|42
26|48
26|51
26|58
26|62
26|63
26|65
26|66
26|67
26|69
26|72
26|79
26|83
26|86
26|91
26|93
26|96
27|15
27|17
27|18
27|19
27|22
27|26
27|34
27|39
27|42
27|48
27|51
27|58
27|62
27|66
27|67
27|69
27|72
27|79
27|83
27|86
27|91
27|92
27|93
27|96
28|17
28|18
28|22
28|26
28|27
28|34
28|39
28|42
28|48
28|51
28|58
28|62
28|66
28|67
28|69
28|72
28|74
28|79
28|83
28|86
28|87
28|91
28|92
28|93
34|12
34|15
34|17
34|19
34|22
34|25
34|39
34|41
34|42
34|46
34|58
34|62
34|63
34|64
34|65
34|66
34|69
34|72
34|75
34|79
34|83
34|86
34|93
34|96
36|18
36|24
36|26
36|27
36|28
36|34
36|42
36|48
36|51
36|52
36|53
36|67
36|69
36|74
36|82
36|83
36|85
36|86
36|87
36|88
36|89
36|91
36|92
36|93
39|11
39|12
39|15
39|19
39|23
39|24
39|25
39|36
39|41
39|46
39|52
39|61
39|63
39|64
39|65
39|72
39|75
39|82
39|85
39|88
39|89
39|95
39|96
39|99
41|11
41|18
41|23
41|24
41|25
41|26
41|27
41|28
41|36
41|46
41|52
41|53
41|61
41|64
41|74
41|75
41|82
41|85
41|87
41|88
41|89
41|92
41|95
41|99
42|11
42|12
42|15
42|17
42|19
42|22
42|23
42|25
42|39
42|41
42|46
42|58
42|62
42|63
42|64
42|65
42|66
42|72
42|75
42|79
42|86
42|95
42|96
42|99
46|11
46|18
46|23
46|24
46|26
46|27
46|28
46|36
46|48
46|51
46|52
46|53
46|61
46|64
46|74
46|75
46|82
46|85
46|87
46|88
46|89
46|92
46|95
46|99
48|12
48|15
48|17
48|19
48|22
48|34
48|39
48|41
48|42
48|51
48|58
48|62
48|63
48|65
48|66
48|67
48|69
48|72
48|79
48|83
48|86
48|91
48|93
48|96
51|12
51|15
51|17
51|19
51|22
51|25
51|34
51|39
51|41
51|42
51|58
51|62
51|63
51|65
51|66
51|67
51|69
51|72
51|79
51|83
51|86
51|91
51|93
51|96
52|17
52|18
52|26
52|27
52|28
52|34
52|42
52|48
52|51
52|53
52|58
52|62
52|66
52|67
52|69
52|74
52|79
52|83
52|86
52|87
52|88
52|91
52|92
52|93
53|17
53|18
53|22
53|26
53|27
53|28
53|34
53|39
53|42
53|48
53|51
53|58
53|62
53|66
53|67
53|69
